"In 2001, it was reported that the official website of Dragon Ball Z recorded 4.7 million hits per day and included 500,000+ registered fans.","Pada tahun 2001, dilaporkan bahwa situs resmi Dragon Ball Z merekam 4,7 juta hit per harinya dan mencakup 500.000+ fans terdaftar."
"The USSR military forces were the Raboche-Krest'yanskaya Krasnaya Armiya (RKKA, the Workers' and Peasants' Red Army), the Raboche-Krest'yansky Krasny Flot (RKKF, the Workers' and Peasants' Red Fleet), and the Voyenno-Vozdushnye Sily(VVS, Soviet Air Forces).","AL Soviet diberi nama Armada Merah para buruh dan petani(Rusia:Рабоче-Крестьянский Красный флот, Raboche-Krest'yansky Krasny Flot atau RKKF) berdasarkan keputusan pemerintah Soviet."
A black cat is eating a white mouse.,Kucing hitam sedang memakan tikus putih.
"The performance was also highly critically acclaimed by celebrities, TV talk shows and the public in general.","Dampak dari kepopuleran tersebut lebih meningkatkan frekuensi pertunjukan, baik di media televisi, hajatan maupun perayaan-perayaan yang diselenggarakan oleh pihak swasta dan pemerintah."
"He developed a fever, which worsened until he was unable to speak.","Aleksander lalu mengalami demam, yang semakin lama semakin parah, sampai-sampai dia tak dapat lagi berbicara."
Using Pauling's scale—C (2.55) and H (2.2)—the electronegativity difference between these two atoms is 0.35.,"Dengan menggunakan skala keelektronegatifan: C (2,5) dan H (2,1), maka perbedaan keelektronegatifan antara 2 atom ini adalah 0,4."
English is the second language within both of these institutions.,Bahasa ini juga merupakan bahasa resmi kedua di wilayah itu.
He would then successfully defend the title in a rematch with Tyson after Tyson was disqualified in the third round for biting Holyfield's ears.,"Tyson didiskualifikasi dalam ronde ketiga, ketika ia menjadi marah karena terkena serudukan oleh Holyfield dan bertarung tanpa karet pelindung gusinya, ia menggigit sepotong dari telinga Holyfield."
"This raised the suspicion of Canute, who had Olaf arrested and sent to Flanders.",Hal ini menimbulkan kecurigaan Knud yang menawan Olaf dan mengirimnya ke Flandria.
It was formed in 1982 through a merger of the Liberal Party and the Democratic People's Party.,"Partai ini didirikan pada tahun 1988, dengan penggabungan dari Partai Liberal dan Partai Sosial Demokratik."
"Beholding that, all kings with their sons and combatants, fled in fear.","Lalu bangunlah semua anak raja itu, mereka menaiki bagalnya masing-masing dan melarikan diri."
"The iron stressed her liver, causing the bleeding.","Cairan itu membasahi namanya, seperti darah."
The Hillman Prize is a journalism award given out annually by the foundation.,Penghargaan Templeton adalah sebuah penghargaan tahunan yang dipersembahkan oleh Yayasan Templeton.
"Despite being disfavored by the local government, Perry was determined to use Bettelheim to serve the interests of the United States of America.","Walaupun peluncuran rute transatlantik dilakukan dari Manchester, bmi telah berusaha untuk mendapat hak untuk melayani Amerika Serikat dari Heathrow."
"Most importantly, it spread print throughout society.",Bahkan kemudian foto bugilnya tersebar luas di masyarakat.
They go to sleep in the woods.,Malam hari mereka tidur di pohon.
"Therefore, an open, friendly environment in which trust is developed is essential in the classroom.",Keteguhan dan kekerasan jiwa dalam memperjuangkan keadilan tumbuh dalam lingkungan hidup yang harus dihadapi.
"On that day, he met with the King of Sweden Charles XVI Gustav, who paid a state visit to Kiev.","Pada hari yang sama, dia menemui Raja Swedia Carl XVI Gustav, yang melakukan kunjungan kenegaraan ke Kiev."
"SoftEther Project at University of Tsukuba, Japan.","Doktor di bidang Ekonomi Politik Internasional dari The University of Tsukuba, Japan."
"It can serve as a target drone, surrogate training platform, or in a surrogate aerial reconnaissance and forward observation role.","Hal ini dapat berfungsi sebagai drone sasaran, platform pelatihan pengganti, atau dalam peran pengintaian dan pengamatan ke depan, dan dapat membawa muatan dipandu."
"4.15 million were in the demographic of kids 6–11, while 4.20 million were in their teens 9–14 category.","4,15 juta berada di demografi anak-anak usia 6–11, sementara 4,20 juta berada di kategori pra-remaja berusia 9-14 tahun."
This was the first serious setback in the Muslim campaign in southwestern Europe.,Peristiwa ini merupakan kekalahan besar pertama umat Muslim selama kampanye militernya di Eropa barat.
Small amounts of this compound occur as imperfection when glass is manufactured.,Sejumlah kecil senyawa ini terjadi sebagai ketidaksempurnaan ketika struktur kaca dibentuk.
The song received a positive review from Digital Spy reviewer Nick Levine who gave the song four out of five stars.,"Lagu menerima review positif dari Alex Fletcher dari Digital Spy, yang memberikan lagu 4 bintang dari 5 bintang."
"Over three-quarters of the more than 800 letters Vincent wrote during his life were to Theo, including his first and his last letters.","Lebih dari tiga perempat dari 800 lebih surat yang ditulis Vincent sepanjang hidupnya ditujukan untuk Theo, termasuk surat pertama dan terakhirnya."
"In April 12, 2018, it was announced during a website conference by Akemi Shimomura, the president of the International Cultural Association and the president of Miss International Organization, that the 2018 pageant would be held in Tokyo Dome City Hall, Bunkyo, Tokyo, Japan, for the third consecutive year on Friday, November 9, 2018.","Pada 12 April 2018, Akemi Shimomura, presiden Asosiasi Kebudayaan Internasional dan ketua Organisasi Miss International mengumumkan bahwa edisi kontes Miss International tahun 2018 akan diadakan di Tokyo Dome City Hall, Tokyo, Jepang untuk tahun ketiga berturut-turut pada hari Jumat tanggal 9 November 2018 melalui konferensi pers yang disiarkan pada situs web kontes tersebut."
"In 2016, he appeared in the film The Legend of Tarzan.","Tahun 2016, Skarsgård tampil di War on Everyone dan sebagai Tarzan di film The Legend of Tarzan. ^ Database"
Some concerns were over how the Content Assessments did not match the content covered in the Playlists.,Persoalan timbul apabila ternyata apa yang tertulis dalam konfirmasi tidak sesuai dengan catatan di Kustodian sebagai penyimpan efek.
The Telugu film industry is one of the three largest film producers in India.,Industri film Telugu adalah salah satu dari tiga produsen film terbesar di India.
The lake has also been used for model yacht racing.,Poncho juga digunakan sebagai model Jas hujan .
"On November 1, 1950, in the Apostolic Constitution Munificentissimus Deus, the Pope Pius XII declared the Assumption of Mary as a dogma: By the authority of our Lord Jesus Christ, of the Blessed Apostles Peter and Paul, and by our own authority, we pronounce, declare, and define it to be a divinely revealed dogma: that the Immaculate Mother of God, the ever Virgin Mary, having completed the course of her earthly life, was assumed body and soul into heavenly glory.","Pada tanggal 1 November 1950, merujuk pada nama Yesus Kristus, Santo Petrus dan Paulus, dogma Pembuahan Tak Bernoda, dan kekuasaan pengajarannya, Paus Pius XII menyatakan dogma ini: Atas dasar kekuasaan dari Tuhan kita Yesus Kristus, dari Rasul Suci Petrus dan Paulus, dan atas dasar kekuasaan kami sendiri, kami menyatakan, mengumumkan, dan menetapkan sebagai dogma yang diwahyukan secara ilahi: bahwa Bunda Allah yang tak bernoda, Sang Perawan Abadi Maria, setelah menjalani kehidupan duniawinya, tubuh dan jiwanya diangkat ke dalam kemuliaan surgawi."
"According to her son, Umeki lived in Sherman Oaks for a number of years before moving to Licking, Missouri, to be near her son and his family, which included two grandchildren.","Masa tua dilewatkannya di Hawaii sebelum Umeki pindah ke kota kecil Licking, Missouri agar dekat dengan sanak keluarga dan putra satu-satunya."
His works include the dramatization of the works of poets Rabindranath Tagore and Kazi Nazrul Islam.,Lambang terbesarnya adalah penyair Rabindranath Tagore dan Kazi Nazrul Islam.
"The first pincer attacked far to the west of the Don, with the second thrust beginning a day later attacking far to the south of Stalingrad.","Penjepit pertama menyerang jauh disebelah barat dari Don, dengan yang kedua kedua dorong jauh ke selatan dari Stalingrad sehari setelahnya."
"After the 1930s, Hindu conversions to Christianity slowed because the status of Hinduism improved and discrimination against Hindus diminished.","Semenjak tahun 1940an, perkembangan kelenteng mulai mengalami kemunduran karena keturunan Tionghoa selanjutnya kurang berminat mewarisi tradisi."
"An attack technique of the night bombers was to idle the engine near the target and glide to the bomb release point, with only wind noise left to reveal their location.","Teknik penyerangan dari grup pengebom malam ini adalah dengan teknik diam-diam, mereka mematikan mesin ketika sudah dekat dengan target dan meluncur mendekati titik dimana bom akan dijatuhkan."
"However, literary compositions dating earlier than 11th century CE are not clearly known.","Namun, komposisi sastra yang berasal lebih awal dari abad ke-11 M tidak diketahui dengan jelas."
Pocahontas was the daughter of a well-known Algonquin chief of Powhatan.,Pocahontas adalah putri tunggal Kepala Suku Powhatan.
"They thus formed a 'cultural league', to which they would admit no other cities, or even other tribal Ionians.","Mereka dengan demikian telah membentuk 'perkumpulan kebudayaan', yang tidak boleh dimasuki oleh kota-kota lainnya, bahkan oleh suku Ionia lainnya."
On 1 March 1999 Bertrand Piccard and Brian Jones set off in the balloon Breitling Orbiter 3 from Château d'Oex in Switzerland on the first non-stop balloon circumnavigation around the globe.,Tanggal 1 Maret 1999 Piccard dan Brian Jones lepas landas dengan balon Breitling Orbiter 3 dari Château d'Oex di Swiss dalam sirkumnavigasi balon non-stop pertama mengelilingi dunia.
Because of it evil things keep coming to her.,"Tanpa sepengetahuannya, masalah terus mengikutinya."
The exact identity and relationships of this judge remain a matter of dispute.,Identitas tepatnya dan hubungan dari Giudice ini tetap sebagai sebuah masalah yang diperdebatkan.
She's not in the cast simply to be a romantic foil or eye candy.,Dia bukan pemeran hanya untuk menjadi foil romantis atau permen mata.
"With only Hellhammer remaining, Mayhem effectively ceased to exist.","Dengan hanya satu anggota tersisa, Hellhammer, Mayhem efektif bubar."
"The cathedral played an important part in the country’s independence struggle, with leaders like the Noble Laureate Bishop Belo advising people to go into the country’s election with the spirit of humility of Jesus Christ.","Katedral memainkan peran penting dalam perjuangan kemerdekaan negara tersebut, dimana para pemimpin seperti Uskup Belo menyarankan orang-orang untuk pergi ke pemilihan negara tersebut dengan meneladan semangat kerendahan hati Yesus Kristus.."
"Thus, feelings may merely be unexpressed, rather than totally lacking.","Semua sifat-sifat ini adalah sifat kesempurnaan, serta tidak menunjukkan sama sekali adanya cela dan kekurangan."
From 1655 until 1918 it served as the residence town of the Princes of Waldeck-Pyrmont and then until 1929 as the capital of the Waldeck Free State.,"Dari 1655 sampai 1918, kota tersebut dijadikan sebagai kota tempat tinggal dari Pangeran-Pangeran Waldeck-Pyrmont dan kemudian sampai 1929 sebagai ibu kota Negara Merdeka Waldeck."
"Since much of Picard's role made a direct reference to his time as a Borg in The Next Generation episodes ""The Best of Both Worlds"", the opening dream sequence was added to explain what happened to him in the show.","Untuk memberikan penyesuaian terhadap peran Picard yang berubah drastis sejak ia diasimilasi Borg dalam Star Trek: The Next Generation episode ""The Best of Both Worlds"", pada prolog film ia digambarkan sedang bermimpi, mengenang masa-masa dirinya saat menjadi bagian dari Borg."
"Rotavirus vaccine is a vaccine used to protect against rotavirus infections, which are the leading cause of severe diarrhea among young children.","Mencuci tangan dengan sabun adalah salah satu cara paling efektif untuk mencegah penyakit diare dan ISPA, yang keduanya menjadi penyebab utama kematian anak-anak."
"The WCC arose out of the ecumenical movement and has as its basis the following statement: The World Council of Churches is a fellowship of churches which confess the Lord Jesus Christ as God and Savior according to the scriptures, and therefore seek to fulfill together their common calling to the glory of the one God: Father, Son and Holy Spirit.","Dewan Gereja Dunia muncul dari gerakan ekumenis dan memiliki dasar dengan sebuah pernyataan, yaitu: Dewan Gereja Dunia adalah sebuah persekutuan gereja-gereja yang mengakui Tuhan Yesus Kristus sebagai Tuhan dan Juruselamat sesuai dengan Alkitab, dan berusaha untuk memenuhi panggilan bersama untuk kemuliaan kepada Allah yang satu: Bapa, Anak dan Roh Kudus."
"The prayers are recited in the Arabic language, and consist of verses from the Quran.","Media yang digunakan adalah huruf Arab dengan bahasa Melayu, yang kemudian lebih dikenal dengan huruf Arab-Melayu (Jawi)."
"The rotary cylinder-type magazine was bulky, had a long reload time, and the basic action was not without certain flaws.","Rotary silinder tipe-majalah itu besar, memiliki waktu ulang lambat, dan tindakan dasar itu bukan tanpa kekurangan tertentu."
"GNU Pascal (A separately distributed part of the GNU Compiler Collection) While not formally aimed at the Delphi dialect of Pascal, it does contain a Borland Pascal compatibility mode, and is very slowly incorporating a few Delphi language features.",GNU Pascal secara terpisah didistribusikan sebagai bagian dari GNU Compiler Collection dan tidak mendukung dialek pascal yang diimplementasikan borland InnerFuse merupakan interpreter bahasa Delphi yang dapat diintegrasikan dengan aplikasi Delphi Lazarus merupakan satu upaya untuk membangun sebuah RAD berbasis Free Pascal.
The color of Robot Fox is blue with yellow eyes as the college colors are blue and yellow.,Warna hijau terang juga lebih difavoritkan sebab latar belakang biru bisa jadi menyerupai warna mata atau pakaian subjek.
"The Bolsa Familia program has been mentioned as one factor contributing to the reduction of poverty in Brazil, which fell 27.7% during the first term in the Lula administration.","Program Bolsa Familia merupakan salah satu faktor yang mengurangi kemiskinan di Brasil: tingkat kemiskinan mengalami penurunan sebesar 27,7% pada masa jabatan pertama Presiden Lula."
'See that soldier who has sleeves of a color different from his coat.,"Sebagai cirinya yang lain, ia memakai topi yang senada dengan warna bajunya."
"Additionally, POSIX defines a printable file as a text file whose characters are printable or space or backspace according to regional rules.",POSIX menafsirkan bahwa semua berkas yang dapat dicetak sebagai berkas naskah yang karakter-karakternya adalah dapat dicetak atau spasi atau backspace berdasarkan peraturan daerah setempat.
Lucas later said that the group was honest and seemed bemused by the film.,Lucas kemudian mengatakan bahwa kelompok tersebut telah jujur dan tampak terhibur dengan film ini.
"He said, ""Above this,"" and he was brought a new whip whose knots had not been cut yet.","Lalu ia pun berkata: Kejadian yang aneh ini masih berlangsung, masih berkelana, belum mencapai telinga manusia."
"Asaka is home to the first automobile assembly plant in Central Asia, namely GM Uzbekistan (formerly UzDaewooAuto).","Asaka adalah tempat pabrik perakitan mobil pertama di Asia Tengah, yaitu GM Uzbekistan (sebelumnya UzDaewooAuto)."
At dawn the enemy attacked with renewed intensity.,"Tak lama kemudian, perlawanan kembali berkobar dengan intensitasnya."
"The most famous pair of conjoined twins was Chang and Eng Bunker (1811–1874), Thai brothers born in Siam, now Thailand.",Istilah kembar siam berawal dari pasangan kembar siam terkenal Chang dan Eng Bunker 1811-1874 yang lahir di Siam sekarang Thailand.
He played and composed Persian Music for piano.,Pekerjaannya merekam dan menulis aransemen untuk piano roll.
The Roman emperor Tiberius thought it was prudent to support him no longer.,Kaisar Romawi Tiberius berpikiran bijaksana untuk tidak mendukungnya lagi.
A sympathetic judge merely bound the squatters over to good behaviour.,Teori permainan mendorong pemegang token untuk berperilaku dalam cara jujur.
4th-order contact if the second derivatives of the curvature are equal.,"Pada tahap 4 salah satu gugus hidroksil harus diprotonasi, karena kedua gugus hidroksilnya identik."
"One is that she will die at nine o'clock, which she does.",Biasanya keseniannya dilakukan pada jam 9 malam - selesai.
Some American celebrities have been accused of having Americentric views.,Beberapa selebritis A.S. dianggap memiliki sudut pandang Amerisentris.
"However, the Gaza War that lasted from late December 27, 2008 to January 18, 2009 affected relations.","Namun, Perang Gaza yang berlangsung sejak akhir 27 Desember 2008 sampai 18 Januari 2009 berdampak terhadap hubungan ini."
"At Carnegie-Mellon, Seeman was on the School Activities Board, booking bands to perform on campus.","Di Carnegie-Mellon University, Seeman termasuk di dalam Badan Eksekutif Mahasisawa bertugas untuk memesan tempat untuk band yang ingin tampil."
"On 4 July 2011, Spahić agreed a transfer with Spanish side Sevilla for €2 million until July 2014.","Pada 4 Juli 2011, Spahić mengumumkan telah bergabung dengan Sevilla dengan harga dua juta euro, dikontrak hingga Juli 2014."
Higher priority inputs are usually processed before lower priority inputs.,"Proses yang memiliki prioritas lebih tinggi, akan dijalankan lebih sering atau dieksekusi lebih dulu dibandingkan dengan proses yang berprioritas lebih rendah."
"""Na, Na, Na"" was also named the official theme song to Movie 43, the WWE PPV event, TLC: Tables, Ladders, & Chairs 2010.","""Na, Na, Na"" juga menjadi lagu resmi dari ""WWE PPV event"", TLC: Tables, Ladders, & Chairs."
"Kurofuku gets fired when failed his last chance to capture the fugitive B-rank magic-users with Mizuka's foresight, and then he is victim of an assassination attempt, but survives, although his brain been greatly injured.","Dia dipecat saat gagal dalam kesempatan terakhirnya untuk menangkap pengguna sihir kelas B buram dengan pandangan ke depan Mizuka, dan kemudian dia menjadi korban usaha pembunuhan, namun bertahan, meski otaknya sangat terluka."
"The fact the human baby can understand the cries of all animal species was described as ""kind of like a powered-up version of the human ability of 'speech'.""","Kata Yahudi untuk ""binatang"" (behemah) berarti ""bisu"", menggambarkan manusia sebagai ""binatang berbicara"" (kepandaian bercakap hewani)."
"Furthermore, they each then see Hortense with the pink domino, not knowing who she is.",Dia terus menerus menggoda Piper karena darah Cherokeenya serta karena dia tak tahu siapa ibunya.
"Prince Yeoning (1694–1776), later became King Yeongjo. unnamed son (1698), died young.","Pangeran Yeoning (1694–1776), yang kemudian menjadi Raja Yeongjo."
"Thanks largely to rising soda ash output, Kenya's mineral production in 2005 reached more than 1 million tons.","Beberapa tahun belakangan ini produksi dari minyak kelapa sawit dan minyak inti kelapa sawit meningkat, pada 1993 produksi minyak inti kelapa sawit dari Malaysia meningkat sekitar 20% hampir mendekati 1 juta ton."
"Samuel Birley Rowbotham, who conducted the first observations starting in 1838, claimed he had proven the Earth to be flat.",Samuel Birley Rowbotham melakukan pengamatan pertama pada tahun 1838 dan mengklaim bahwa ia membuktikan Bumi itu datar.
Skate served as governor of the National Capital District from 1995 to 1997.,Mendukung pemerintah Skate menjabat sebagai Gubernur Distrik Ibu Kota Nasional 1995-1997.
The definitions of many classes of composite or structured objects include (often implicitly) inequalities.,Definisi dari banyak kelas objek komposit atau terstruktur mencakup (seringkali secara implisit) ketidaksetaraan.
"For his reporting and writing on the Church, he also shared the George Polk Award for National Reporting, the Goldsmith Prize for Investigative Reporting, the Selden Ring Award for Investigative Reporting, and numerous other honors.","Atas kabar dan tulisannya tentang Gereja, ia juga berbagi George Polk Award for National Reporting, Goldsmith Prize for Investigative Reporting, Selden Ring Award for Investigative Reporting, dan sejumlah penghargaan lainnya."
"We are the masters of technology, and creating art is the expression of digital humanism.","Kertas atau uang hanyalah ciptaan mesin, sedangkan manusia adalah ciptaan Tuhan."
"Using this type of measurement, almost all the exposed area in a particle of the catalyst has been shown to have Ni on its surface.","Dengan menggunakan pengukuran ini, ditemukan bahwa hampir semua luas permukaan yang terpajan (exposed) pada partikel katalis mempunyai nikel pada permukaannya."
"Mobilization, in military terminology, is the act of assembling and readying troops and supplies for war.",Mobilisasi adalah tindakan mengumpulkan dan membentuk pasukan dan suplai untuk persiapan perang.
"By the 17th century, the number of Upper Sorbian speakers in that area grew to over 300,000.","Pada abad ke-17, jumlah penutur Sorbia Hulu di wilayah tersebut mencapai 300.000 jiwa."
The delegates freeze in position as the Liberty Bell rings to a fevered pitch.,Ratu Jadis sendiri akan duduk seperti patung di aula besar sampai seseorang datang untuk membunyikan bel.
Paul Kocialkowski (4 February 2012).,Diakses tanggal 4 Februari 2014.  ^ a b Paul Kocialkowski (7 Desember 2014).
"The site is commemorated by a plaque, and concrete markers outline the locations of the original buildings.",Situs KawalPemilu.org termasuk salah satu situs yang memulai melansir hasil real count.
"Bob Eggleton (born September 13, 1960) is an American science fiction, fantasy, and horror artist.","Bobera Eggleton (lahir 13 September 1960; umur 58 tahun) adalah seorang artis fiksi ilmiah, fantasi dan horor asal Amerika Serikat."
Rorer or Rörer is both a surname and a given name.,Malaka atau melaka adalah nama sejenis pohon dan buahnya sekali.
"Coriolanus obliged, and marched away from Rome; soon, the angry and frustrated Volscians put him to death.","Coriolanus berkewajiban, dan pergi dari Roma; segera, Volsci yang marah dan frustrasi menghukumnya mati."
"Elizabeth was born at Greenwich Palace and was named after her grandmothers, Elizabeth of York and Elizabeth Howard.","Elizabeth lahir di Istana Greenwich dan dinamai dari kedua neneknya, Elizabeth dari York dan Elizabeth Howard."
"On August 6, 1945, B-29 Enola Gay dropped an atomic bomb on Hiroshima.","Pada 6 Agustus 1945, sebuah pesawat pengebom B-29 dengan nick name Enola Gay, menjatuhkan bom atom di Hiroshima."
Traversing Tradition.,Sintang Dalam lintasan Sejarah.
Milana Vayntrub as Sloane Sandburg: Kevin's stage partner and ex-girlfriend.,Milana Vayntrub sebagai Sloane Sandburg: lawan main di panggung dan mantan pacar Kevin.
"The community experienced a ""golden age"" in the 16th century, when they developed a strong culture in the city.","Komunitas tersebut mengalami ""zaman keemasan"" pada abad ke-16, ketika mereka mengembangkan kebudayaan kuat di kota tersebut."
BAJ has been publishing a professional magazine “Abajour” since 2000.,Asosiasi tersebut telah menerbitkan sebuah majalah profesional “Abajour” sejak 2000.
"Levy Attias (1924–2010), best known for his role as Juan Cervantes in the ITV British comedy series Mind Your Language Karel Mark Chichon (b.","1924-2010), terkenal karena perannya sebagai Juan Cervantes dalam serial komedi ITV Britania Mind Your Language."
"Jacque has a sister, Christiane.","Jacque memiliki seorang saudari, Christiane."
Confucius is given his first royal title (posthumous name) of Lord Baochengxun Ni.,Kong Hu Cu diberikan gelar kekaisaran pertamanya (nama mendiang): Datuk Baochengxun Ni.
"Archived (PDF) from the original on June 24, 2008.",Diarsipkan (PDF) dari versi asli tanggal 24 Juni 2008.
By December 2009 the film had won 98 awards.,"Pada Desember 2009, film tersebut telah memenangkan 98 penghargaan."
"Moreover, Malino also produces fruits and vegetables that grow in typical mountain slopes Bawakaraeng.","Selain itu, Malino pun menghasilkan buah-buahan dan sayuran khas yang tumbuh di lereng gunung Bawakaraeng."
"Budoia borders the following municipalities: Aviano, Fontanafredda, Polcenigo, Tambre.","Budoia berbatasan dengan Aviano, Fontanafredda, Polcenigo, Tambre."
"And God made two great lights; the greater light to rule the day, and the lesser light to rule the night: he made the stars also.""","(TB) Maka Allah menjadikan kedua benda penerang yang besar itu, yakni yang lebih besar untuk menguasai siang dan yang lebih kecil untuk menguasai malam, dan menjadikan juga bintang-bintang."
"Many parents choose to enable Internet filtering, and/or supervise their children's online activities, in an attempt to protect their children from inappropriate material on the Internet.",Produk ini dapat membantu orangtua untuk memfilter penggunaan Internet di rumah dan juga untuk melindungi keluarga dari konten yang tidak diinginkan.
"The conjugated system formed by alternating C=C double bonds in the polyene side chain are responsible for the color of retinoids (typically yellow, orange, or red).","Sistem terkonjugasi yang dibentuk oleh bolak C = C ikatan rangkap dalam rantai sisi poliena bertanggung jawab untuk warna retinoid (biasanya kuning, oranye, atau merah)."
"The Committee is one of ten UN human rights treaty bodies, each responsible for overseeing the implementation of a particular treaty.",Badan traktat PBB (bahasa Inggris: UN Treaty Bodies) adalah komite-komite yang berada di bawah naungan Perserikatan Bangsa-Bangsa dengan tugas untuk mengawasi pelaksanaan perjanjian hak asasi manusia tertentu.
"Despite this schooling system, many children did not learn to read and write.","Meskipun terjadi refomasi pendidikan, banyak penduduk yang masih belum dapat menulis dan membaca."
"As with a margarita, the salt is generally placed on the rim of glass.","Sebelum diasapi, daging biasanya direndam di dalam air garam."
There is a county fire department within the city limits.,Merupakan Dinas Pemadam Kebakaran tingkat suatu Kota di suatu provinsi.
"The game is the second title independently created by Kadokawa Game Studio, after Natural Doctrine.","Permainan ini merupakan permainan video kedua yang sepenuhnya dibuat oleh Kadokawa Game Studio, setelah Natural Doctrine."
"If we don't enter into the spiritual reality of the Holy Father and do not discern together with him the action of the Holy Spirit, we shall remain imprisoned by the prince of this world and his followers.""","Jika kita tidak masuk ke dalam realitas spiritual Bapa Suci dan tidak menyelidiki (discern) karya Roh Kudus bersama-sama dengannya, kita akan tetap terpenjara oleh penguasa dunia ini dan para pengikutnya."""
He was a prince without a home or kingdom.,Dia adalah seorang pangeran tanpa rumah atau kerajaan.
"It allowed Britain to concentrate the majority of its efforts against the colonial possessions of the French-led coalition, while Prussia bore the brunt of the fighting in Europe.","Berkat persekutuan ini, Britania dapat mencurahkan sumber dayanya untuk merebut jajahan-jajahan Prancis, sementara Prusia-lah yang harus berjuang di benua Eropa."
Revolutions spread throughout Europe in 1848 as the result of a widespread economic crisis.,Revolusi menyebar ke seluruh Eropa pada tahun 1848 sebagai hasil dari krisi ekonomi yang menyebar.
"The municipality's official name used to be Celerina, until 1943, when it adopted the name Schlarigna/Celerina.","Secara resmi, munisipalitas ini bernama Celerina sampai pada 1943, ketika namanya berubah menjadi Schlarigna/Celerina."
"The Ottoman army was defeated, Beyazid I was captured by Timurlane, and İsa escaped to west Anatolia.","Tentara Utsmaniyah kalah, Beyazid I ditangkap oleh Timurlane, dan İsa kabur ke barat Anatolia."
Other ethnic groups include Russians (9.0%) concentrated in the north and Uzbeks (14.5%) living in the south.,"Kelompok etnis terbesar bangsa ini adalah suku Kirgiz, orang-orang Turki, yang terdiri 72% dari populasi (perkiraan 2013). kelompok etnis lainnya termasuk bangsa Rusia (9,0%) di utara dan bangsa Uzbek (14,5%) yang hidup di selatan Kirgizstan."
The inflorescence is a cluster or branching array of flowers.,Vas (dari bahasa Belanda vaas) adalah jambangan bunga atau wadah yang diisi dengan rangkaian bunga.
"ABC inaugurated its studio complex and transmitter tower in San Bartolome, Novaliches, Quezon City in 1990 and began test broadcasts by the end of 1991, officially returning on air as the Associated Broadcasting Company on February 21, 1992, with ABC Development Corporation as the new corporate name.","ABC meresmikan studio baru kompleks dan menara pemancar di San Bartolome, Novaliches, Kota Quezon pada tahun 1990, dan mulai siaran uji pada akhir tahun 1991, resmi kembali ke udara sebagai ABC pada tanggal 21 Februari 1992."
Kondō's force closed to within 550 mi (480 nmi; 890 km) of Guadalcanal from the north to be ready in case Halsey's warships attempted to intervene.,Armada Kondo mendekat dari utara hingga 550 mil (890 km) dari Guadalcanal dan bersiap-siap menghadapi kapal-kapal perang Halsey datang untuk turut campur.
"The earliest known use of the term workhouse is from 1631, in an account by the mayor of Abingdon reporting that ""wee haue erected wthn our borough a workehouse to sett poore people to worke"".","Penggunaan terawal yang diketahui dari istilah tersebut bermula dari tahun 1631, dalam sebuah catatan dari wali kota Abingdon mengabarkan bahwa ""kami telah mendirikan sebuah rumah kerja di borough kami untuk memberikan pekerjaan kepada kaum miskin""."
"He had an accidental brush with death during a trip to Coburg in the autumn of 1860, when he was driving alone in a carriage drawn by four horses that suddenly bolted.","Selama perjalanan ke Coburg di musim gugur pada tahun 1860, Albert sedang mengemudi sendirian di dalam kereta yang ditarik oleh empat kuda yang tiba-tiba terlepas bautnya."
"Pressurization for his right glove malfunctioned during the ascent, and his right hand swelled to twice its normal size.","Dari kiri ke kanan dalam periode yang sama, jari-jari atom biasanya menyusut."
